municipality,county,number_taxpayers,tax_type,year,quarter,general_merchandise,food,drinking_and_eating_places,apparel,furniture_and_hh_and_radio,lumber_bldg_hardware,automotive_and_filling_stations,drugs_and_misc_retail,agriculture_and_all_others,manufacturers,total
Chicago,Cook County,27776,ST,1999,3,16705752.05,10852723.49,41165599.02,14146355.68,9921748.35,8074102.18,30431330.27,23077247.85,28909307.95,5419413.06,188703579.90
Chicago,Cook County,27776,MT,1999,3,3441629.98,7209429.85,8496375.79,2831806.97,1990770.32,1615981.56,6150577.52,6537037.00,6136855.38,1177951.04,45588415.41
Chicago,Cook County,27776,HMR,1999,3,3339921.31,2164270.23,8198507.65,2819063.29,1968259.76,1613235.94,1903714.77,4598359.14,5523342.93,1067595.06,33196270.08
Chicago,Cook County,27776,CHMR,1999,3,2504807.05,1622720.26,6147004.89,2113484.61,1474874.16,1209277.78,1424514.05,3446778.21,4130421.95,797380.12,24871263.08
Chicago,Cook County,27776,MPEA,1999,3,25751.96,279190.22,4279563.19,48720.00,,215.00,14682.00,57172.97,706566.76,11443.77,5423305.87
Chicago,Cook County,27776,RTA,1999,3,2606385.06,6664215.26,6415611.28,2118975.28,1493477.81,1211288.80,4630030.44,5382456.54,4682529.88,907651.40,36112621.75
Chicago,Cook County,27776,SRTA,1999,3,835034.84,541485.45,2055925.58,706931.15,493946.01,403653.98,1520065.26,1151569.01,1444278.09,267795.60,9420684.97
Chicago,DuPage County,23,ST,1999,3,,,,,,,,465.90,1411.42,5634.99,43530.23
Chicago,DuPage County,23,MT,1999,3,,,,,,,,-113.91,226.94,1163.99,8480.38
Chicago,DuPage County,23,HMR,1999,3,,,,,,,,93.08,219.98,1126.02,3438.67
Chicago,DuPage County,23,CST,1999,3,,,,,,,,23.24,55.93,281.74,2161.61
Chicago,DuPage County,23,RTA,1999,3,,,,,,,,-28.52,71.29,290.70,2133.60
Chicago,Cook County,32186,ST,1999,4,23140396.76,11424373.93,41213276.03,17368930.76,11968003.66,7436752.67,28280985.79,28226365.95,30324203.31,6262629.36,205645918.22
Chicago,Cook County,32186,MT,1999,4,4790215.16,7766822.84,8543773.48,3477994.69,2400245.42,1488880.65,5716328.55,7778952.47,6425341.00,1383783.47,49772337.73
Chicago,Cook County,32186,HMR,1999,4,4626194.35,2279385.87,8206565.70,3465772.86,2385930.50,1487023.43,1879045.05,5636631.42,5846492.80,1247174.58,37060216.56
Chicago,Cook County,32186,CHMR,1999,4,3469575.97,1708921.22,6153733.37,2598007.24,1784745.21,1114525.37,1408082.17,4212738.81,4356280.54,927996.89,27734606.79
Chicago,Cook County,32186,MPEA,1999,4,48014.00,271965.09,4788226.83,53241.91,,359.00,18333.59,57664.00,504359.61,7442.24,5749606.27
Chicago,Cook County,32186,RTA,1999,4,3633375.29,7192389.53,6465864.26,2604189.43,1799407.63,1116776.08,4303365.16,6366579.14,4907781.94,1070020.52,39459748.98
Chicago,Cook County,32186,SRTA,1999,4,1156624.93,570072.88,2058604.30,868414.39,598162.74,371802.03,1412444.74,1410224.32,1508329.95,312411.65,10267091.93
Chicago,DuPage County,30,ST,1999,4,,,,,,,,5647.87,5130.83,5188.71,35581.81
Chicago,DuPage County,30,MT,1999,4,,,,,,,,1164.33,1033.35,1089.70,7209.82
Chicago,DuPage County,30,HMR,1999,4,,,,,,,,1129.33,1018.95,1037.67,3790.74
Chicago,DuPage County,30,CST,1999,4,,,,,,,,282.31,256.41,259.43,1778.52
Chicago,DuPage County,30,RTA,1999,4,,,,,,,,290.95,258.24,272.37,1801.79
Chicago,Cook County,28860,ST,2000,1,14828532.37,10475098.21,37593956.65,11925064.52,10076637.32,6773676.88,27126704.64,22782636.92,23477706.06,5375377.57,170435391.14
Chicago,Cook County,28860,MT,2000,1,3091981.01,7281640.05,7955271.96,2385185.05,2019668.03,1355410.06,5480333.94,6653318.90,5113510.64,1206583.20,42542902.84
Chicago,Cook County,28860,HMR,2000,1,2965442.42,2089125.14,7473465.31,2375712.75,2004396.28,1353041.36,1860328.07,4543603.52,4528289.15,1071770.95,30265174.95
Chicago,Cook County,28860,CHMR,2000,1,2224080.18,1565652.13,5603709.54,1780733.36,1502179.49,1014297.27,1393081.46,3388553.23,3388772.97,799040.03,22660099.66
Chicago,Cook County,28860,MPEA,2000,1,14668.60,218539.33,3612764.26,33895.00,,272.00,14363.00,41872.83,415043.63,5399.28,4356817.93
Chicago,Cook County,28860,RTA,2000,1,2350663.64,6746673.60,6047035.84,1786296.29,1513729.56,1016055.27,4125408.18,5511544.42,3932002.58,934765.28,33964174.66
Chicago,Cook County,28860,SRTA,2000,1,741416.56,522911.82,1877156.50,595352.24,502959.09,338527.91,1354258.04,1138193.09,1172333.34,268629.33,8511737.92
Chicago,DuPage County,24,ST,2000,1,,,,,,,,997.57,4683.09,3446.07,22707.18
Chicago,DuPage County,24,MT,2000,1,,,,,,,,208.93,936.58,725.35,4782.40
Chicago,DuPage County,24,HMR,2000,1,,,,,,,,199.46,936.40,689.16,2935.85
Chicago,DuPage County,24,CST,2000,1,,,,,,,,49.81,234.12,172.27,1135.05
Chicago,DuPage County,24,RTA,2000,1,,,,,,,,52.14,234.07,181.28,1193.58
Chicago,Cook County,28253,ST,2000,2,16437842.91,11704711.86,45290617.74,16440259.67,11220334.62,9250522.57,32567753.20,25640673.39,28096378.02,6151064.29,202800158.27
Chicago,Cook County,28253,MT,2000,2,3431471.35,7553155.31,9394072.97,3291443.75,2246265.51,1851646.01,6576482.88,7219973.87,6004721.08,1367920.69,48937153.42
Chicago,Cook County,28253,HMR,2000,2,3282996.28,2334336.98,9008504.91,3277109.42,2205871.98,1848734.12,2102720.88,5119264.95,5457640.82,1222622.74,35859803.08
Chicago,Cook County,28253,CHMR,2000,2,2460416.02,1748776.28,6754773.24,2457411.97,1653756.06,1385855.32,1573939.75,3815882.12,4086943.37,911136.80,26848890.93
Chicago,Cook County,28253,MPEA,2000,2,95367.50,313519.51,5208321.51,61245.00,,426.00,16267.00,-9751.09,562760.97,13598.10,6261754.50
Chicago,Cook County,28253,RTA,2000,2,2611156.48,6962604.07,7121626.33,2463083.72,1691379.76,1388356.69,4944132.42,5942131.34,4589574.13,1055867.72,38769912.66
Chicago,Cook County,28253,SRTA,2000,2,820888.23,583822.06,2256868.85,821679.48,553049.19,462480.37,1624808.42,1280184.57,1403564.76,307247.14,10114593.07
Chicago,DuPage County,31,ST,2000,2,,,,,,,,44.47,4235.75,3083.41,43432.58
Chicago,DuPage County,31,MT,2000,2,,,,,,,,38.67,1208.98,659.17,9457.61
Chicago,DuPage County,31,HMR,2000,2,,,,,,,,-64.96,847.02,583.37,3135.71
Chicago,DuPage County,31,CST,2000,2,,,,,,,,2.16,211.73,154.16,2171.38
Chicago,DuPage County,31,RTA,2000,2,,,,,,,,9.61,302.17,156.41,2355.60
Chicago,Cook County,28278,ST,2000,3,15836134.80,11572111.30,45076575.66,16472804.40,11229413.12,8519768.25,27159956.56,26381936.20,28329937.46,6061923.62,196640561.37
Chicago,Cook County,28278,MT,2000,3,3317603.46,7424871.26,9386074.11,3298139.31,2250167.72,1707563.08,6250973.47,7365467.34,6190595.09,1325235.90,48516690.74
Chicago,Cook County,28278,HMR,2000,3,3173235.08,2339940.22,8984210.62,3285641.47,2236942.81,1705946.11,2044974.52,5135117.77,5697875.99,1210954.84,35814839.43
Chicago,Cook County,28278,CHMR,2000,3,2379872.59,1754005.49,6736561.65,2464060.86,1676821.25,1278326.78,1531897.67,3828231.89,4262782.98,903569.69,26816130.85
Chicago,Cook County,28278,MPEA,2000,3,77642.00,304287.90,5073068.26,53613.00,,396.00,15140.00,47476.05,620056.86,12454.72,6204134.79
Chicago,Cook County,28278,RTA,2000,3,2523854.28,6834136.34,7113670.57,2469283.54,1685004.70,1281060.04,4708059.41,6050902.82,4725324.89,1021732.12,38413028.71
Chicago,Cook County,28278,SRTA,2000,3,793436.16,585332.15,2251647.53,823245.71,561264.29,426535.18,1543075.83,1320969.13,1461952.97,302919.77,10070378.72
Chicago,DuPage County,39,ST,2000,3,,,,,,,,1770.87,8541.31,2152.33,37336.68
Chicago,DuPage County,39,MT,2000,3,,,,,,,,411.07,1766.94,524.83,7832.22
Chicago,DuPage County,39,HMR,2000,3,,,,,,,,351.15,1708.11,463.67,2680.67
Chicago,DuPage County,39,CST,2000,3,,,,,,,,88.46,426.98,107.59,1866.36
Chicago,DuPage County,39,RTA,2000,3,,,,,,,,101.91,441.61,139.47,1965.01
Chicago,Cook County,32798,ST,2000,4,21182170.86,12092895.38,43463200.24,18596268.74,11695753.54,8281932.69,26993353.13,28190857.07,27754889.91,5984890.70,204236212.26
Chicago,Cook County,32798,MT,2000,4,4439007.60,8186517.78,9020193.58,3722416.49,2343561.95,1662627.34,6276523.37,7828212.24,6574994.05,1345151.75,51399206.15
Chicago,Cook County,32798,HMR,2000,4,4241898.40,2450785.33,8653651.30,3712002.78,2320807.84,1658997.84,2011923.80,5629679.90,6023162.21,1193889.64,37896799.04
Chicago,Cook County,32798,CHMR,2000,4,3181335.06,1837354.74,6488998.19,2783781.10,1739930.46,1243038.01,1507916.05,4218949.38,4510593.77,893204.96,28405101.72
Chicago,Cook County,32798,MPEA,2000,4,102695.50,299874.12,4949616.42,61490.00,,318.00,12672.01,54004.11,501038.66,7840.87,5989549.69
Chicago,Cook County,32798,RTA,2000,4,3377311.61,7562321.66,6832214.94,2788953.79,1758902.70,1246169.02,4724713.10,6415721.55,5018803.13,1043977.05,40769088.55
Chicago,Cook County,32798,SRTA,2000,4,1060762.62,613267.32,2169373.58,929443.62,582148.90,415185.92,1550947.70,1409317.46,1544646.23,299110.38,10574203.73
Chicago,DuPage County,34,ST,2000,4,,,,,,,,1272.24,2580.84,1535.43,15921.46
Chicago,DuPage County,34,MT,2000,4,,,,,,,,265.00,577.75,610.12,3747.89
Chicago,DuPage County,34,HMR,2000,4,,,,,,,,256.29,513.67,307.04,1211.26
Chicago,DuPage County,34,CST,2000,4,,,,,,,,63.61,128.95,76.75,795.81
Chicago,DuPage County,34,RTA,2000,4,,,,,,,,66.53,144.30,152.45,936.90
Chicago,Cook County,29575,ST,2001,1,15868315.39,10955434.72,38719355.37,13712705.14,10087061.36,6642138.18,29605593.67,24725268.47,24226273.15,5614005.39,180156150.84
Chicago,Cook County,29575,MT,2001,1,3343643.21,7342484.57,8072727.99,2745720.17,2019079.05,1329552.48,5999630.53,7184794.18,4910468.19,1213495.22,44161595.59
Chicago,Cook County,29575,HMR,2001,1,3173470.21,2185247.38,7724535.41,2735766.76,2013144.23,1327329.64,1930925.13,4935783.06,4510474.42,1117253.24,31653929.48
Chicago,Cook County,29575,CHMR,2001,1,2380101.08,1637622.47,5792411.59,2051572.45,1508503.47,994999.49,1437418.06,3700104.86,3371539.86,833513.25,23707786.58
Chicago,Cook County,29575,MPEA,2001,1,77082.00,265230.76,4215854.73,45786.00,,305.00,3031.00,52548.08,377338.92,9744.03,5046920.52
Chicago,Cook County,29575,RTA,2001,1,2550053.09,6792525.23,6127117.98,2057126.02,1513392.48,996899.77,4520779.84,5946591.46,3757391.91,928436.28,35190314.06
Chicago,Cook County,29575,SRTA,2001,1,793417.23,546487.72,1934228.14,685177.67,504087.44,332072.97,1482737.57,1235817.83,1150820.76,280034.01,8944881.34
Chicago,DuPage County,27,ST,2001,1,,,,,,,,1496.27,3074.52,5307.57,28985.50
Chicago,DuPage County,27,MT,2001,1,,,,,,,,422.92,614.80,1407.04,6398.78
Chicago,DuPage County,27,HMR,2001,1,,,,,,,,299.23,614.72,1061.41,2069.86
Chicago,DuPage County,27,CST,2001,1,,,,,,,,74.78,153.63,265.34,1448.94
Chicago,DuPage County,27,RTA,2001,1,,,,,,,,105.66,153.62,351.55,1599.16
Chicago,Cook County,28475,ST,2001,2,17010137.92,12278992.81,42340142.96,14895932.98,10256645.34,9551391.87,36619072.25,26354379.08,25076313.24,6116530.49,200499538.94
Chicago,Cook County,28475,MT,2001,2,3562558.02,7762533.92,8795746.48,2982793.94,2053720.04,1912018.32,7401772.97,7441679.28,5177626.07,1325563.95,48416012.99
Chicago,Cook County,28475,HMR,2001,2,3401533.60,2450343.46,8456290.07,2975852.36,2044129.63,1909402.42,2114521.03,5264011.76,4636105.78,1219967.88,34472157.99
Chicago,Cook County,28475,CHMR,2001,2,2551148.95,1836005.86,6341369.86,2231573.62,1532353.72,1428747.40,1579034.42,3942417.48,3474380.61,912730.36,25829762.28
Chicago,Cook County,28475,MPEA,2001,2,53399.00,290816.81,4928380.17,50352.00,,318.00,5693.00,54372.79,461152.08,13314.40,5857798.25
